Stage Name,Real Name,Group,Instagram,Profile Pic,Kpopping Profile,Bio,ID
Honggyu,Yang Honggyu,Be.A,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_honggyu.png,https://kpopping.com/profiles/artist/2018-Honggyu,"Honggyu is the leader of the boy group Be.A, formerly K-MUCH.",424
Hongjoong,Kim HongJoong,ATEEZ,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_ateez_hongjoong1_350.png,https://kpopping.com/profiles/artist/5872-Hongjoong,Hongjoong is a member of the South Korean boy group ATEEZ under KQ Entertainment.,425
Hongseob,Shim Hongseob,24K,https://www.instagram.com/24k_seobs/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_DdhyfeLU8AAnakq(1).png,https://kpopping.com/profiles/artist/403-Hongseob,Hongseob is a member of Korean Boygroup 24K (투포케이).,426
Hongseok,Yang Hong Seok,Pentagon,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hongseok.png,https://kpopping.com/profiles/artist/282-Hongseok,"Hongseok has lived in San Diego, Singapore, and China. His nicknames are Yang Jr., Hongseokkie, Honggie. He is the best at cooking and a singer in PENTAGON.",427
Hoody,Kim Hyun-Jung,,https://www.instagram.com/hoodykim/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hoodypng2.png,https://kpopping.com/profiles/artist/655-Hoody,"Hoody was a member of the all-female underground hip-hop crew AMRT.
She officially debuted on September 24, 2013 with his first single ""My Ride"".
In 2015 was announced that she signed with AOMG, a label headed by Jay Park and Simon D. Making her the first female artist of the company.",428
Hoon,Yeo Hoon Min,U-Kiss,http://instagram.com/hoon91y,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_CkJ9ZkmWkAA0kiv.png,https://kpopping.com/profiles/artist/344-Hoon,"While trying to debut, Hoon was the victim of a few scams. He joined U-KISS in 2011 after Alexander's and Kibum's contracts were ended. His first song with them is ""0330.""",429
Hooni,Park Sanghoon,,https://www.instagram.com/bithooni/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hooni.png,https://kpopping.com/profiles/artist/1562-Hooni,Hooni is a vocalist in the boy group B.I.T. He was previously in groups NewUs and All-Star.,430
Hoony,Lee Seung-hoon,Winner,https://www.instagram.com/maetamong/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Seunghoon_Pose_seunhoonpng.png,https://kpopping.com/profiles/artist/230-Hoony,"Lee Seung-hoon better known by the mononym
Seunghoon, is a South Korean singer, rapper, songwriter
and choreographer. He is a member of the South Korean
boy group Winner. Prior to his debut, he appeared in the
first season of the television singing contest K-pop Star,
finishing in fourth place.",431
Horyeong,Jeong Yeongki,GreatGuys,https://www.instagram.com/greatguys_hor.yeongvely/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Horyeong_default_silhouette.png,https://kpopping.com/profiles/artist/5487-Horyeong,,432
Hoshi,Kwon Soonyoung,Seventeen,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hoshi_3.png,https://kpopping.com/profiles/artist/267-Hoshi,Hoshi is the leader of the performance unit of SEVENTEEN. He is also a bit loud.,433
Howon,Jung Howon,W24,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Howon_default_silhouette.png,https://kpopping.com/profiles/artist/6918-Howon,Howon is a member of the South Korean boy group W24 (World 24 Hours).,434
Howoo,unknown,Like A Movie,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Howoo_default_silhouette.png,https://kpopping.com/profiles/artist/6330-Howoo,Howoo is a member of the South Korean boy group Like A Movie.,435
Hoya,Lee Howon,INFINITE,https://www.instagram.com/isayhousayya/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_unnamed_2.png,https://kpopping.com/profiles/artist/1380-Hoya,"Lee Ho-dong (Hangul: 이호동;[1][3] born on March 28, 1991[4]), better known by his stage name Hoya or Lee Ho-won, is a South Korean rapper, dancer, songwriter and actor. He served as a rapper and vocalist in boy band Infinite from 2010 and its sub-group Infinite H from 2013 up until his departure from Woollim Entertainment in 2017.",436
Hoyeon,Ryu Ho Yeon,NOIR,https://www.instagram.com/leaderyoo/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_noir_hoyeon1_350.png,https://kpopping.com/profiles/artist/6148-Hoyeon,Hoyeon is a member of the South Korean boy group NOIR.,437
Hoyoung,Bae Hoyoung,VERIVERY,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hoyoung_profile.png,https://kpopping.com/profiles/artist/5930-Hoyoung,Hoyoung (Hangul: 호영) is a member of upcoming Boygroup VERIVERY.,438
Hoyoung,Son Hoyoung,g.o.d,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_god_hoyoung1_350x400.png,https://kpopping.com/profiles/artist/5845-Hoyoung,Ho-young is a Korean-American singer and musical actor under Sidus HQ.,439
HoYul,unknown,Rayin Tree,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/HoYul_default_silhouette.png,https://kpopping.com/profiles/artist/6235-HoYul,HoYul is a member of the South Korean duo Rayin Tree.,440
Huh Gak,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_Huh_Gak_2.png,https://kpopping.com/profiles/artist/1942-Huh-Gak,,441
Hui,Lee Hoe Taek,"Triple H, Pentagon",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_1527672299985(2).png,https://kpopping.com/profiles/artist/280-Hui,"Hui used to be a JYP trainee. He is in both Triple H and
Pentagon.",442
Hui,Liang Hui,24K,http://instagram.com/24k_lianghui,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hui_24k.png,https://kpopping.com/profiles/artist/400-Hui,Hui is a former 24K member. He was born in Jiangsu province in China and is the Chinese member who at first was only going to be with 24K during the promotions in China.,443
Huihyeon,Ki Hee Hyun,DIA,https://www.instagram.com/khh1995_a/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_8eda8e2fb916dcb01620354ef9eda71244a294e4_hq_1.png,https://kpopping.com/profiles/artist/305-Huihyeon,"Ki Hui-hyeon better known by the mononym Huihyun and former stage name Cathy, is a South Korean singer. She is best known as a member of South Korean girl group DIA. She was a competitor in Produce 101.",444
Hun,Cha Hun,N.Flying,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_chahun.png,https://kpopping.com/profiles/artist/1089-Hun,,445
HunnyHunna,Kim Kyu Heon,,https://www.instagram.com/hunnyhunna/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/HunnyHunna_default_silhouette.png,https://kpopping.com/profiles/artist/6227-HunnyHunna,,446
Hwalchan,Lee Daeyoung,GreatGuys,https://www.instagram.com/hwal_chan.d/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hwalchan_default_silhouette.png,https://kpopping.com/profiles/artist/5482-Hwalchan,,447
Hwall,Heo Hyun-joon,The Boyz,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hwallside.png,https://kpopping.com/profiles/artist/870-Hwall,"Hwall's hobby is horseback riding. His specialties include
acrobatics, dancing, and facial expressions. He had an English name when he studied in Philippines and its ""Leo"".",448
Hwan,Kim Hwan,HONEYST,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hwanside.png,https://kpopping.com/profiles/artist/1029-Hwan,"Hwan is the guitarist in FNC Entertainment's band,
HONEYST. Before debut, he competed in d.o.b. alongside
the other members of HONEYST as NEOZ Band.",449
Hwang Chiyeul,unknown,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hwang_chiyeul.png,https://kpopping.com/profiles/artist/3872-Hwang-Chiyeul,,450
Hwanhee,Lee Hwan Hee,UP10TION,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hwan.png,https://kpopping.com/profiles/artist/595-Hwanhee,"Hwanhee is known as the most popular member in
UP10TION. His nicknames are Hwan, and Angry
Hwanhee.",451
Hwanwoong,Yeo Hwanwoong,ONEUS,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_oneus_hwanhoong_1_350(1).png,https://kpopping.com/profiles/artist/6080-Hwanwoong,Hwanwoong is a member of the South Korean boy group ONEUS.,452
Hwarang,Park Jongchan,SPECTRUM,https://www.instagram.com/hwal__._.__l/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_spectrum_hwarang_1_350.png,https://kpopping.com/profiles/artist/6112-Hwarang,Hwarang is a member of the South Korean boy group Spectrum.,453
Hwasa,Ahn Hye Jin,Mamamoo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hwasa_Pose_hwasasq.png,https://kpopping.com/profiles/artist/113-Hwasa,Hwase is a member of the girl group MAMAMOO. Hwasa appeared on “King of Masked Singer” as Aerobic girl.,454
Hweseung,Yoo Hweseung,N.Flying,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hweseung.png,https://kpopping.com/profiles/artist/1091-Hweseung,"Hweseung was the last member to join N.Flying after two years since their debut in Korea.
He was a participant on Produce 101 Season 2 prior to joining the band.",455
Hwiyoung,Kim Youngkyun,SF9,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_sf9_hwiyoung1_350.png,https://kpopping.com/profiles/artist/571-Hwiyoung,"Hwiyoung is a gentleman. He has broad shoulders and exercises every day. He is the ""happy virus"" of the group. He is also emotionally sensitive.",456
Hye Jin,Baek Hye Jin,,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyejin.png,https://kpopping.com/profiles/artist/1771-Hye-Jin,Hye Jin is a Korean pop singer. She is a member of the girl group 4TEN.,457
Hyebin,Lee Hye Bin,Momoland,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/pose_2.png,https://kpopping.com/profiles/artist/602-Hyebin,"Hyebin is the singer, rapper, and leader of the girl group MOMOLAND. She likes playing Legos and is really good at cooking.",458
Hyejeong,Shin Hye-jeong,AOA,https://www.instagram.com/dongdong810/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyejeonggg.png,https://kpopping.com/profiles/artist/146-Hyejeong,"Hyejeong (혜정) is a Korean pop singer. She is a vocalist, lead dancer and visual for the group AOA.",459
Hyeji,Jung Hye-ji,4TEN,https://www.instagram.com/jjeonghyeji/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyeji_1.png,https://kpopping.com/profiles/artist/950-Hyeji,Hyeji is the leader of Korean Girlgroup 4TEN (포텐).,460
Hyejin,Baek Hye-jin,4TEN,https://www.instagram.com/jin_iny21/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyejin-4ten-39397992-500-750_1.png,https://kpopping.com/profiles/artist/953-Hyejin,Hyejin is a member of Korean Girlgroup 4TEN (포텐).,461
Hyelin,Seo Hyerin,EXID,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyerin_Pose_exidHYE.png,https://kpopping.com/profiles/artist/195-Hyelin,"Hyelin is the lead vocalist of the korean girl group EXID.
In 2011, she participated in Mnet's Superstar K3, making it through the auditions to ""SuperWeek"".
In April 2012, AB Entertainment announced that three original members would leave EXID. Hyelin then joined the group along with Solji.",462
Hyeme,Kim Hye Mi,RANIA,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyeme-rania-02.png,https://kpopping.com/profiles/artist/971-Hyeme,Hyeme is a member of the girl group BP RANIA.,463
Hyemi,Pyo Hye-mi,Nine Muses,https://www.instagram.com/pyopyohyemi/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_9Muses__Remember_Jacket_Shooting_10.png,https://kpopping.com/profiles/artist/190-Hyemi,Hyemi (Hangul: 혜미) is a member of Korean Girlgroup 9Muses and its sub-unit 9Muses A.,464
Hyemi,Kim Hye-mi,Fiestar,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyemi_Pose_hyemisquarefiestar.png,https://kpopping.com/profiles/artist/205-Hyemi,,465
Hyeona,Kim Hyeona,Marmello,https://www.instagram.com/marmello_hyeona,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyeona_default_silhouette.png,https://kpopping.com/profiles/artist/3850-Hyeona,"Hyeona is the vocalist in the South Korean girl band
MARMELLO.",466
Hyeongseo,Myeong Hyeong Seo,Busters,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyeongseo.png,https://kpopping.com/profiles/artist/3254-Hyeongseo,Hyeongseo is a member of the girl group Busters.,467
Hyeongseong,Yang Hyeongseong,D.I.P,https://www.instagram.com/monday1120/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyeongseong_default_silhouette.png,https://kpopping.com/profiles/artist/1786-Hyeongseong,Hyeongseong is the leader of D.I.P. He was previously in the group Lose Control.,468
Hyeran,Noh Hye-ran,Brave Girls,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_w5HWjYS_1.png,https://kpopping.com/profiles/artist/424-Hyeran,Hyeran is a member of the girl group Brave Girls. She’s currently on hiatus due to health issues.,469
Hyeri,Yang Hye Ri,Laysha,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyeri.png,https://kpopping.com/profiles/artist/3400-Hyeri,,470
Hyeri,Lee Hyeri,Girl's Day,https://www.instagram.com/hyeri_0609/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyeri_Pose_hyerisquare.png,https://kpopping.com/profiles/artist/126-Hyeri,"Hyeri is a member of the girl group Girl's Day. Hyeri joined
Girl’s Day in September 2010, alongside Yura, when Jiin
and Jisun left the group.",471
Hyerim,Woo Hyerim,Wonder Girls,https://www.instagram.com/wg_lim/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_240692628010212_1.png,https://kpopping.com/profiles/artist/628-Hyerim,Hyerim is a South Korean singer-songwriter and English interviewer under JYP Entertainment. She was a member of the South Korean girl group Wonder Girls. She is currently taking English Interpretation-Communication Studies (EICC) as her major in an international Korean university.,472
Hyeseong,Yang Hye-sun,Elris,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyeseong.png,https://kpopping.com/profiles/artist/3647-Hyeseong,Hyeseong is a member of the girl group ELRIS. Hyeseong was a contestant on YG’s MixNine.,473
Hyesung,Jung Pil-kyo,Shinhwa,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyesung.png,https://kpopping.com/profiles/artist/1114-Hyesung,"Jung Pil-kyo, better known by his stage name Shin Hye-sung, is a South Korean singer-songwriter. He is best known as a member of the boy group Shinhwa.",474
Hyewon,Kang Hyewon,IZ*ONE,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_kang_hyewon_by_miyu_uyen_dcpndz1-pre.png,https://kpopping.com/profiles/artist/5787-Hyewon,"Hyewon is a member of Korean Girlgroup IZ*ONE. She ranked #8 in Produce48 with 248,432 votes.",475
Hyeyeon,Kang Hye Yeon,"EXID, Bestie",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyeyeon.png,https://kpopping.com/profiles/artist/2377-Hyeyeon,"Hyeyeon is a former member of BESTie as well as a former member of EXID where she went by the name Dami. On October 25th, 2018 her new company STAR ENT released a statement confirming the rumor that she signed with them. She´ll make her solo debut as a trot singer in 2019!",476
Hyeyeon,Cho Hyeyeon,Gugudan,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_MEdzH12.png,https://kpopping.com/profiles/artist/340-Hyeyeon,"Hyeyeon was a member of Jellyfish Entertainment´s first Girlgroup Gugudan and she
represented the number 5. She was also part of sub-unit OGUOGU alongside Mina. On October 25th it was announced that she would no longer be a part of the group to focus on her health and her studies. She is still an artist under Jellyfish Entertainment.",477
Hyoeun,Lee Hyo-eun,Stellar,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyoeun_Pose_hyoeun.png,https://kpopping.com/profiles/artist/226-Hyoeun,,478
Hyojin,Kim Hyo-jin,ONF,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyojin.png,https://kpopping.com/profiles/artist/854-Hyojin,"Hyojin was born in Seoul, South Korea. His nickname is ""Deer."" He was a trainee for 5 years. He can also mimic the sound of echoing in a singing room. He is part of the subunit ON Team.",479
Hyojung,Choi Hyojung,Oh My Girl,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyojung_Pose_hyojungsquare.png,https://kpopping.com/profiles/artist/138-Hyojung,Hyojung is a member of the girl group OH MY GIRL. She can play the piano. Hyojung was a former trainee of Soul Shop Entertainment. She only trained for 6 months under WM Entertainment before debuting with OH MY GIRL.,480
Hyolyn,Kim Hyo Jung,Sistar,http://instagram.com/xhyolynx,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyorin_Pose_hyr23.png,https://kpopping.com/profiles/artist/51-Hyolyn,"Kim Hyo-jung better known by her stage name Hyolyn, is
a South Korean singer-songwriter. She is best known as a
former member of South Korean girl group Sistar and their
sub-unit Sistar19.",481
Hyomin,Park Sun-young,T-ara,https://www.instagram.com/hyominnn/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyomin_Pose_huyyy.png,https://kpopping.com/profiles/artist/33-Hyomin,"Hyomin is a South Korean Singer, Designer and Actress, primarily known as a member of Girlgroup T-ARA. She debuted as a solo artist with her debut mini album ""Make Up"" on June 30th, 2014. Her contract with MBK Entertainment ended in December 2017 and she announced on her Instagram account that Qri, Eun Jung, Ji Yeon and herself would leave the company. Hyomin is now focused on her Career as an Actress.",482
Hyori,Lee Hyori,Fin. K. L,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyori_Pose_leehyorisquare.png,https://kpopping.com/profiles/artist/172-Hyori,"Lee Hyori (이효리) is a South Korean singer, actress, model, activist, record producer, and television presenter. She debuted as a soloist on August 13, 2003. She is a former member of the girl group FIN K. L.",483
Hyosun,Lim Hyo Sun,,https://www.instagram.com/_0u0http.hs/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyosun.png,https://kpopping.com/profiles/artist/2379-Hyosun,"Hyosun is a member of the girl group H.U.B. She
was in Produce 101 Season 1 but left due to health
issues. Hyusun was in KBS’s rebooting idol
program “The UNIT”.",484
Hyosung,Jeon Hyo Seong,Secret,https://www.instagram.com/secrettimehs/?hl=en,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyosung_Pose_hyosungsquare.png,https://kpopping.com/profiles/artist/128-Hyosung,"Jun Hyo-seong (born October 13, 1989) often simply known as Hyoseong or Hyosung, is a South Korean singer and actress.",485
Hyoyeon,Kim Hyo-yeon,Girls' Generation,http://instagram.com/watasiwahyo,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyoyeon.png,https://kpopping.com/profiles/artist/147-Hyoyeon,"Hyoyeon is a South Korean singer and television personality. She debuted as a member of girl group Girls' Generation in August 2007, who went on to be one of the best-selling artists in South Korea and one of South Korea's most popular girl groups worldwide.",486
Hyuk,Han Sang Hyuk,VIXX,http://instagram.com/hsh0705,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyuk_2.png,https://kpopping.com/profiles/artist/670-Hyuk,"Hyuk was born in Daejeon, South Korea and his nicknames are Hyukkie, Hyukawaii, Manhyuk, Jungle Baby, and Hyogi. He is a member of VIXX.",487
Hyukjin,Chu Hyuk Jin,A.Cian,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_image_2(2).png,https://kpopping.com/profiles/artist/980-Hyukjin,Hyukjin is a member of the boy group A.Cian and is a singer.,488
Hyukjin,Jang Hyukjin,100%,https://www.instagram.com/100per_hj/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyukjin.png,https://kpopping.com/profiles/artist/508-Hyukjin,"Hyukjin was born in Busan, South Korea. His nicknames are Piggy and Hyukjinnie.",489
Hyun,unknown,Seven O’Clock,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyun.png,https://kpopping.com/profiles/artist/1107-Hyun,,490
Hyun,Son Minhyun,Target,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyun_default_silhouette(1).png,https://kpopping.com/profiles/artist/1529-Hyun,Hyun is a vocalist in the boy group Target.,491
Hyun Joong,Kim Hyun Joong,SS501,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyun_Joong_default_silhouette.png,https://kpopping.com/profiles/artist/6980-Hyun-Joong,Hyun Joong is a member of the South Korean boy group SS501.,492
Hyun Woo,unknown,TRCNG,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyunwoo.png,https://kpopping.com/profiles/artist/1508-Hyun-Woo,Member of TS Entertainment boy group TRCNG,493
Hyuna,Moon Hyuna,Nine Muses,https://www.instagram.com/moongom119/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_NineMuses_GAJMEditions_11.png,https://kpopping.com/profiles/artist/7006-Hyuna,"Hyuna (Hangul: 현아) is a South Korean Singer, Composer and Artist, best known as a former member of Korean Girlgroup 9Muses.",494
HyunA,Kim Hyun-ah,"4Minute, Triple H, Wonder Girls",http://instagram.com/hyunah_aa,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyuna_Pose_kimhyuna.png,https://kpopping.com/profiles/artist/104-HyunA,"HyunA (현아) is a Korean pop singer under Cube Entertainment. She was the main rapper and sub vocalist for 4minute and member of the joint units 4tomorrow, Trouble Maker, Dazzling RED and Triple H. She is also a former rapper and sub vocalist for the Wonder Girls.",495
Hyunbin,Kwon Hyunbin,JBJ,https://www.instagram.com/komurola/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyunbin.png,https://kpopping.com/profiles/artist/1378-Hyunbin,"Hyunbin is a YGK+ model, but is currently promoting in idol
group JBJ with ex-produce 101 trainees. He was
eliminated in episode 10, rank 22 despite entering as a
model trainee.",496
Hyungshik,Park Hyung-Sik,ZE:A,https://www.instagram.com/phs1116/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyunsik_png.png,https://kpopping.com/profiles/artist/1179-Hyungshik,,497
Hyungwon,Chae Hyung-won,Monsta X,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_243311007020212.png,https://kpopping.com/profiles/artist/259-Hyungwon,"Hyungwon is the Lead Dancer, Vocalist, Visual of Monsta X.",498
Hyunho,Lee Hyunho,D-CRUNCH,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_45158420_1931120627183165_362278163545325568_n-533x800(1).png,https://kpopping.com/profiles/artist/5192-Hyunho,Hyunho is a member of the South Korean boy group D-CRUNCH.,499
Hyunjae,Lee Jae-hyun,The Boyz,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyunjaeside.png,https://kpopping.com/profiles/artist/864-Hyunjae,"Hyunjae's hobbies include watching superhero movies and
playing sports. His specialty is playing sports. He is part of
The Boyz group.",500
Hyunji,Kim Hyun Ji,HashTag,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyunji.png,https://kpopping.com/profiles/artist/4001-Hyunji,"Hyunji is a member of the girl group Hashtag. She starred
in a web drama called “Trace of the Hand” with Ryu Hwa-
young.",501
Hyunjin,Hwang Hyun-jin,Stray Kids,https://www.instagram.com/realstraykids/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyunjinside.png,https://kpopping.com/profiles/artist/2631-Hyunjin,"Hyunjin is a member of the group Stray Kids, under JYP Entertainment.",502
Hyunjin,Kim Hyun Jin,LOONA,https://www.instagram.com/loonatheworld/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_HyunJin.png,https://kpopping.com/profiles/artist/372-Hyunjin,"HyunJin (Hangul: 현진) born Kim Hyun Jin (Hangul: 김현진) is the 2nd member of the upcoming girl group LOONA and the sub-unit LOONA 1/3. She was presented in November 2016, her representative color is Yellow and her representative animal is a cat.",503
Hyunjoo,Lee Hyun Joo,"April, UNI.T",,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyunjoo.png,https://kpopping.com/profiles/artist/2381-Hyunjoo,"Hyunjoo is a former member of April. She left april to pursue acting, as well as having health issues after that. She is a contestant on The Unit.",504
Hyunjun,Lee Hyunjun,IZ,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyunjun-iz-picture-set.png,https://kpopping.com/profiles/artist/4010-Hyunjun,Hyunjun is a member of the South Korean boy group IZ (아이즈).,505
Hyunkyu,Park Hyun-kyu,Vromance,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyunkyu.png,https://kpopping.com/profiles/artist/599-Hyunkyu,"Hyunkyu is a singer in Vromance. He sun an OST for ""The
Heirs"" along Janghyun. He has recorded guide tracks for
K.Will and VIXX. He can do a vocal impression of G-
Dragon and Zion.T.",506
Hyunkyung,Kim Hyunjong,Romeo,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/Hyunkyung_default_silhouette.png,https://kpopping.com/profiles/artist/1097-Hyunkyung,,507
Hyunmin,Byun Hyunmin,Rainz,https://www.instagram.com/bhm__99/,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose(31).png,https://kpopping.com/profiles/artist/1796-Hyunmin,"Hyunmin, under KTigers Entertainment, is a member of temporary group RAINZ with ex produce 101 season 2 trainees.",508
Hyunmin,Park Hyun Min,Apple.B,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_de6dw8puwae9_ao_1.png,https://kpopping.com/profiles/artist/964-Hyunmin,Hyunmin (현민) is a South Korean singer under GH Entertainment. She is a member of the Korean pop girl group Apple.B.,509
Hyunoh,Park Hyunoh,D-CRUNCH,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyunoh.png,https://kpopping.com/profiles/artist/5195-Hyunoh,Hyunoh is a member of the South Korean boy group D-CRUNCH.,510
Hyunseok,Lee Hyun-seok,Vromance,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_pose_hyunseok.png,https://kpopping.com/profiles/artist/601-Hyunseok,"Hyunseok has recorded the guide for Soyou & Junggigo ""Some."" He has recorded the guide for 2AM's ""I Wonder If You Hurt Like Me."" He has won a gold medal in Taekwondo.",511
Hyunseong,Shim Hyun Seong,Boyfriend,,https://kpopping.com/uploads/documents/encyclopedia_pose_sidebar_top-kept/second_hyunseong(1).png,https://kpopping.com/profiles/artist/518-Hyunseong,"Hyunseong shares a room with minwoo & Donghyun. He
believes himself to be ""almost perfect."" He is knowledgable
and has good insight.",512
